"","AI_trustworthy_chr","task_difficulty_chr","AI_help_count","Feedback","StartDate","Duration (in seconds)","Finished","ResponseId","PROLIFIC_PID","mTurkCode","year_born","gender_chr","education_chr","Group","Consent1_chr","Consent2_chr","Attn_check1_chr","Attn_check2_chr","age","college","male_num","AI_trustworthy_in_num","Task_difficulty_in_num","AI_help_percent","One_AI_bar","One_AI_nobar","Five_AI_bar","Five_AI_nobar","Five_AI_ABC","Control","AI","One_AI","Five_AI","bar","nobar","attn_check1_num","attn_check2_num","attn_check3_num","attn_check_sum","attn_check","avg_conf","avg_time_spent_per_Q","exact_match_answers_sum","synonym_answers_sum","present_answers_sum","category_answers_sum","response","image","conf_resp","time_taken","image_accuracy","exact_match","synonym","present","category","values","ind"
"2136","I don't know","Somewhat difficult",16,"enjoyed it",2020-05-12 13:23:27,"943","True","R_1lAC5wvZ0ItKaDo","5b490405bc06c90001f8d6a5","824100",1968,"Male","Some college","5AI_ABC","Yes","Yes","Howler Monkey","Be Detailed",52,0,1,3,4,0.64,0,0,0,0,1,0,1,0,1,0,1,1,0,1,2,0,0.875,24.7835,12,14,16,19,"desktop computer","monitor_resp",1,17.122,"synonym",0,0,1,1,1,"monitor_category"
"2137","Somewhat trustworthy","Somewhat difficult",6,"I didn't keep exact track of how often the AI helped me, but I know on the things I didn't have the first clue on, it helped me as I googled the word it gave. But, that didn't mean it was always right when I looked up the suggestion.",2020-05-12 13:12:26,"1616","True","R_10x4RIiKJsxJNYZ","5e9891aa92366e0867b7667b","265757",1978,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",42,1,0,4,4,0.24,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.733333333333333,53.7825,15,16,18,18,"computer monitor","monitor_resp",1,16.713,"correct",1,1,1,1,1,"monitor_category"
"2138","Somewhat trustworthy","Somewhat difficult",5,"AI helped with some of the plants and animals I was unfamiliar with.",2020-05-12 13:29:11,"615","True","R_9EoevnEJJOQcEqB","5ea383e1733b4231a4014054","25399",1991,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",29,1,0,4,4,0.2,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.55,19.6455,14,17,19,19,"desktop computer","monitor_resp",0.8,49.073,"synonym",0,0,1,1,1,"monitor_category"
"2139","Somewhat trustworthy","Somewhat difficult",13,NA,2020-05-12 13:32:05,"443","True","R_2DMi2SNlxeH48mL","5e52de8d2d48ca2f8c52d4fd","742841",1983,"Prefer not to answer","Some college","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",37,0,0,4,4,0.52,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.758333333333333,13.7262083333333,12,14,16,19,"desktop","monitor_resp",1,7.096,"synonym",0,0,1,1,1,"monitor_category"
"2140","I don't know","Somewhat easy",13,NA,2020-05-12 13:24:57,"876","True","R_1dsoXbFLe2gBUet","5cb3d74a0225590017acda81","148456",1985,"Female","Some college","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",35,0,0,3,2,0.52,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.708333333333333,27.3624583333333,10,12,14,19,"desktop computer","monitor_resp",1,20.145,"synonym",0,0,1,1,1,"monitor_category"
"2141","Somewhat trustworthy","Extremely difficult",18,NA,2020-05-12 13:32:36,"428","True","R_9XBC368uHyWwkNz","5c2bf2d6ec3dbd00012ad653","221351",1999,"Male","4 year degree","5AI_ABC","Yes","Yes","Spider Monkey","Be Specific",21,1,1,4,5,0.72,0,0,0,0,1,0,1,0,1,0,1,0,1,1,2,0,0.716666666666667,12.209,15,18,19,21,"moniter","monitor_resp",0.8,10.988,"correct",1,1,1,1,1,"monitor_category"
"2142","Somewhat trustworthy","Extremely easy",15,NA,2020-05-12 13:30:18,"568","True","R_1jjM8p7YLQCggJe","5df3cd155574252a8757b512","639629",1996,"Male","Some college","1AI_nobar","Yes","Yes","Howler Monkey","Be Generic",24,0,1,4,1,0.6,0,1,0,0,0,0,1,1,0,0,1,1,0,1,2,0,0.816666666666667,17.9828333333333,11,16,19,20,"computer","monitor_resp",1,10.362,"synonym",0,0,1,1,1,"monitor_category"
"2143","I don't know","Extremely difficult",10,NA,2020-05-12 13:29:15,"654","True","R_1HjG7WaNgEuG8Z3","5e836a1b22884f0956a9a5a7","29693",2000,"Female","Some college","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",20,0,0,3,5,0.4,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.575,22.1639166666667,7,11,15,19,"old fashioned computer","monitor_resp",1,26.185,"synonym",0,0,1,1,1,"monitor_category"
"2144","I don't know","Somewhat easy",10,NA,2020-05-12 13:29:59,"629","True","R_27ya5f1r9aHBQZx","58a9dcd132c2cc0001cd2a62","300162",1993,"Female","Some college","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",27,0,0,3,2,0.4,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.683333333333333,17.2922916666667,12,14,16,16,"desktop computer","monitor_resp",1,24.841,"synonym",0,0,1,1,1,"monitor_category"
"2145","Somewhat trustworthy","Somewhat difficult",14,NA,2020-05-12 13:27:46,"764","True","R_1d6x5qalJN7eNWu","5c3bf25286148f00015d298f","462020",1993,"Female","Some college","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",27,0,0,4,4,0.56,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.7,25.0454583333333,14,16,18,21,"older computer monitor","monitor_resp",1,20.172,"correct",1,1,1,1,1,"monitor_category"
"2146","Somewhat untrustworthy","Somewhat easy",13,NA,2020-05-12 13:32:44,"467","True","R_yWo9yuA7fVkAZSF","5b7924d8338a93000154ad21","917297",1988,"Male","Some college","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",32,0,1,2,2,0.52,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.466666666666667,14.9095,12,14,16,19,"desktop monitor","monitor_resp",0.4,18.194,"correct",1,1,1,1,1,"monitor_category"
"2147","I don't know","Somewhat difficult",18,NA,2020-05-12 13:33:33,"425","True","R_2YWhqAu4cDV5bWF","5ea18681eeb3d7041ab243fa","806748",1996,"Female","2 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Detailed",24,0,0,3,4,0.72,1,0,0,0,0,0,1,1,0,1,0,1,0,1,2,0,0.691666666666667,12.5591666666667,11,15,17,20,"computer","monitor_resp",1,4.334,"synonym",0,0,1,1,1,"monitor_category"
"2148","Somewhat untrustworthy","Somewhat easy",17,NA,2020-05-12 13:29:24,"673","True","R_2VlnlAM7uT83u7K","5d1cf1e47e818d00016af2dc","395793",1981,"Non-binary","Some college","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",39,0,0,2,2,0.68,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.716666666666667,21.0150416666667,15,18,19,21,"monitor","monitor_resp",1,15.501,"correct",1,1,1,1,1,"monitor_category"
"2149","Somewhat untrustworthy","Somewhat difficult",13,NA,2020-05-12 13:30:19,"624","True","R_2OIPacVuGJUyucw","5b0d9494e9270900013bd5a5","570450",1989,"Female","4 year degree","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",31,1,0,2,4,0.52,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.658333333333333,20.2615,12,15,17,20,"desktop computer","monitor_resp",1,16.928,"synonym",0,0,1,1,1,"monitor_category"
"2150","Somewhat untrustworthy","Extremely easy",11,NA,2020-05-12 13:33:49,"416","True","R_2S0625x6tSYW10O","5b98f5957af36d0001ff0294","986736",1997,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",23,1,0,2,1,0.44,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.766666666666667,9.881,11,15,19,19,"computer","monitor_resp",1,5.372,"synonym",0,0,1,1,1,"monitor_category"
"2151","Somewhat untrustworthy","Somewhat easy",3,NA,2020-05-12 13:35:03,"343","True","R_2WIivyJPTokyUZl","5ea804b564bded028a1a2ee8","192203",2000,"Male","High School","1AI_bar","Yes","Yes","Howler Monkey","Be Detailed",20,0,1,2,2,0.12,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0.658333333333333,9.21458333333333,10,14,16,18,"computer","monitor_resp",1,12.301,"synonym",0,0,1,1,1,"monitor_category"
"2152","Somewhat trustworthy","Somewhat easy",22,NA,2020-05-12 13:31:04,"584","True","R_1FriqlZhiYCRxJS","5cd1836da6f34300017e240c","304819",2001,"Female","Some college","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",19,0,0,4,2,0.88,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.833333333333333,18.584,11,12,14,18,"desktop computer","monitor_resp",1,8.666,"synonym",0,0,1,1,1,"monitor_category"
"2153","Somewhat untrustworthy","Somewhat difficult",7,NA,2020-05-12 13:33:18,"450","True","R_pQRdjnAO1u5CfaF","5e42d9f8f733921720b2fa7c","35903",1987,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",33,1,0,2,4,0.28,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.65,12.5402916666667,14,18,20,22,"desktop computer","monitor_resp",1,14.361,"synonym",0,0,1,1,1,"monitor_category"
"2154",NA,"Somewhat difficult",NA,NA,2020-05-12 13:29:37,"674","True","R_2Yh4YPNFRyxCutb","5ccc13ed1cd40c0018c66e39","789277",1974,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",46,1,0,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.658333333333333,23.6982083333333,8,12,15,20,"old pc monitor","monitor_resp",1,12.323,"correct",1,1,1,1,1,"monitor_category"
"2155","Somewhat untrustworthy","Somewhat easy",13,NA,2020-05-12 13:33:04,"468","True","R_2TTTf6W08xDfE2T","5eb6d97302d33d5dd9628665","429868",1998,"Male","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",22,1,1,2,2,0.52,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.808333333333333,13.557625,10,12,14,17,"desktop computer","monitor_resp",1,11.869,"synonym",0,0,1,1,1,"monitor_category"
"2156",NA,"Somewhat easy",NA,NA,2020-05-12 13:19:34,"1280","True","R_pcSQR6Bz7ORnL8J","5ea97eb88da36307bbc81c0b","795303",1998,"Male","Some college","Control","Yes","Yes","Howler Monkey","Be Specific",22,0,1,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.891666666666667,27.6115,10,13,16,18,"crt computer monitor","monitor_resp",1,32.23,"correct",1,1,1,1,1,"monitor_category"
"2157","Somewhat trustworthy","Somewhat easy",12,NA,2020-05-12 13:32:07,"531","True","R_22Eu9Ctv2dOMoi3","5e57ee0c3e50e9000cf0c9c8","843338",1989,"Male","Some college","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",31,0,1,4,2,0.48,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.583333333333333,14.4310833333333,11,13,15,17,"computer screen","monitor_resp",1,12.148,"synonym",0,0,1,1,1,"monitor_category"
"2158","Somewhat untrustworthy","Extremely easy",5,NA,2020-05-12 13:35:02,"358","True","R_3n1NRTw6tSNCVnr","5c52bfa7d3cc6b0001d9352e","828699",1994,"Male","High School","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",26,0,1,2,1,0.2,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.733333333333333,10.3329583333333,13,15,16,18,"computer monitor","monitor_resp",1,6.528,"correct",1,1,1,1,1,"monitor_category"
"2159","Somewhat trustworthy","Somewhat difficult",4,NA,2020-05-12 13:35:48,"330","True","R_bryTAD4PkSuLYm5","5cf272137e2e1400157f2b3b","759279",1999,"Female","Some college","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",21,0,0,4,4,0.16,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.508333333333333,8.90591666666667,11,13,14,17,"computer","monitor_resp",0.8,5.573,"synonym",0,0,1,1,1,"monitor_category"
"2160",NA,"Somewhat difficult",NA,NA,2020-05-12 13:32:04,"562","True","R_31RxQk0fIjbmgQP","5eac04e9d264d52080b2bbec","974192",1988,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",32,1,0,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.625,17.3841666666667,4,7,9,16,"desktop pc monitor","monitor_resp",1,15.018,"correct",1,1,1,1,1,"monitor_category"
"2161","Somewhat trustworthy","Somewhat easy",10,"No comments",2020-05-12 13:31:22,"608","True","R_2f0uiUjai1A8k8v","5e530e6150ee4031b4fbb27a","781131",1979,"Male","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",41,1,1,4,2,0.4,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.791666666666667,18.7253333333333,14,15,17,19,"monitor","monitor_resp",1,7.715,"correct",1,1,1,1,1,"monitor_category"
"2162","Somewhat trustworthy","Somewhat easy",10,NA,2020-05-12 13:35:49,"353","True","R_1odtLbEgj1PsoW8","5aeaeef326e9c60001fbd22b","484500",1989,"Female","4 year degree","5AI_bar","Yes","Yes","Spider Monkey","Be Specific",31,1,0,4,2,0.4,0,0,1,0,0,0,1,0,1,1,0,0,1,1,2,0,0.625,9.70483333333333,13,17,19,19,"desktop computer","monitor_resp",0.8,9.037,"synonym",0,0,1,1,1,"monitor_category"
"2163","Somewhat trustworthy","I don't know",15,NA,2020-05-12 13:34:37,"434","True","R_2CTUWHRsoShH0BI","5ca63362b268ea00017ea6e5","784615",1989,"Female","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",31,1,0,4,3,0.6,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.816666666666667,12.6740833333333,7,9,11,17,"desktop computer","monitor_resp",1,9.924,"synonym",0,0,1,1,1,"monitor_category"
"2164","Somewhat trustworthy","Somewhat difficult",18,NA,2020-05-12 13:36:33,"320","True","R_2YwUvJLSt8kic6Y","5d30ec10a5c3c900194c5d12","176603",1993,"Male","4 year degree","5AI_ABC","Yes","Yes","Spider Monkey","Be Specific",27,1,1,4,4,0.72,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0.783333333333333,10.0755833333333,13,16,17,18,"desktop computer","monitor_resp",1,7.482,"synonym",0,0,1,1,1,"monitor_category"
"2165","Somewhat untrustworthy","Somewhat easy",20,"no",2020-05-12 13:33:41,"497","True","R_2QiBtj2co6MZrS0","5e840ca50ed71516cd9426d2","512851",1991,"Female","2 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",29,0,0,2,2,0.8,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.8,15.1582916666667,13,15,17,19,"desktop computer","monitor_resp",0.8,11.835,"synonym",0,0,1,1,1,"monitor_category"
"2166","Somewhat untrustworthy","Somewhat easy",5,NA,2020-05-12 13:35:50,"368","True","R_1GNy0lrakNZzoiN","5a72e36c6fc3c60001f97a9b","900396",1985,"Female","2 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",35,0,0,2,2,0.2,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.791666666666667,10.5123333333333,13,16,17,19,"old school computer","monitor_resp",0.8,9.762,"synonym",0,0,1,1,1,"monitor_category"
"2167","Somewhat trustworthy","Somewhat easy",10,NA,2020-05-12 13:33:34,"509","True","R_3OqrNW66aXMzqbx","5cf12b12fe14310001ce0928","695676",1993,"Male","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",27,1,1,4,2,0.4,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.808333333333333,17.2315416666667,11,13,15,19,"crt monitor","monitor_resp",1,9.032,"correct",1,1,1,1,1,"monitor_category"
"2168","Somewhat trustworthy","Somewhat difficult",13,NA,2020-05-12 13:37:18,"294","True","R_YcCvIU3mRHqrWoh","5d0a993c6e9965001aeafe67","96486",1989,"Female","Some college","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",31,0,0,4,4,0.52,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.608333333333333,8.74895833333333,10,13,15,16,"desktop computer","monitor_resp",1,14.512,"synonym",0,0,1,1,1,"monitor_category"
"2169","Somewhat untrustworthy","Somewhat easy",3,NA,2020-05-12 13:36:21,"375","True","R_2DZW1EyVNbVHJsD","5e329c36d94ac42699bfbee9","93145",2000,"Female","Some college","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",20,0,0,2,2,0.12,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.7,11.1250833333333,12,15,17,20,"desktop computer","monitor_resp",0.8,10.964,"synonym",0,0,1,1,1,"monitor_category"
"2170","Somewhat untrustworthy","Somewhat difficult",5,NA,2020-05-12 13:29:33,"786","True","R_3qjlUhYSOhGEJHj","5b2926a234ffd00001b49c63","611246",1978,"Female","Some college","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",42,0,0,2,4,0.2,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.75,25.648,12,15,17,17,"pc monitor","monitor_resp",1,14.851,"correct",1,1,1,1,1,"monitor_category"
"2171",NA,"Extremely difficult",NA,NA,2020-05-12 13:36:27,"376","True","R_3EVXOUsBmhB4FWN","5d24bb643e29d0001ab3ba63","936067",1988,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",32,1,0,NA,5,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.533333333333333,12.1255,4,8,11,13,"computer monitor","monitor_resp",0.8,11.208,"correct",1,1,1,1,1,"monitor_category"
"2172","Somewhat untrustworthy","Somewhat difficult",13,NA,2020-05-12 13:34:16,"512","True","R_1lfWYtW56gxrm06","577d1216b425c40001434b2f","982410",1983,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",37,1,0,2,4,0.52,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.625,14.3320833333333,13,16,18,20,"pc","monitor_resp",1,11.158,"synonym",0,0,1,1,1,"monitor_category"
"2173","Somewhat trustworthy","Somewhat easy",17,NA,2020-05-12 13:31:50,"661","True","R_3DjNc2Ch5zkUonU","5d9d3a2074c5470016b6b076","818174",1991,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",29,1,0,4,2,0.68,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.858333333333333,22.1475833333333,14,16,18,19,"desktop computer monitor","monitor_resp",1,14.636,"correct",1,1,1,1,1,"monitor_category"
"2174","Somewhat trustworthy","Extremely difficult",16,"Unsure why the options for education are 2 year or 4 year degree as most bachelor degrees are 3 year",2020-05-12 13:36:56,"359","True","R_2EtNdKL5tbKORGV","5e99d8f9295e29041a7ed558","939243",1997,"Female","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",23,1,0,4,5,0.64,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.583333333333333,7.400125,11,12,13,16,"printer","monitor_resp",0,3.491,"wrong",0,0,0,0,0,"monitor_category"
"2175","I don't know","Somewhat difficult",6,NA,2020-05-12 13:37:15,"346","True","R_1CBA0MjVvm6N5Lr","5e7009e9e1924c5ef68ab762","145070",2000,"Female","High School","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",20,0,0,3,4,0.24,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.7,10.5280416666667,10,13,14,17,"desktop computer","monitor_resp",1,10.556,"synonym",0,0,1,1,1,"monitor_category"
"2176","Somewhat untrustworthy","Extremely difficult",8,"Pictures were not easy/obvious with/without AI help",2020-05-12 13:36:37,"391","True","R_2zA6c54e0vUZDsf","5b19697e3522660001b40094","210759",1994,"Female","High School","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",26,0,0,2,5,0.32,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.625,10.499625,10,15,16,18,"computer screen","monitor_resp",1,12.709,"synonym",0,0,1,1,1,"monitor_category"
"2177",NA,"Somewhat difficult",NA,"N/A",2020-05-12 13:31:52,"676","True","R_2t4EuUZOjqIgHAn","58b2086ab3ae2f0001d3446b","49649",1989,"Female","2 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",31,0,0,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.558333333333333,24.34725,6,9,13,22,"an old pc","monitor_resp",0.2,21.28,"synonym",0,0,1,1,1,"monitor_category"
"2178","Somewhat untrustworthy","Somewhat easy",5,NA,2020-05-12 13:35:38,"456","True","R_1mtjzzKHDtKubX4","5e8b861386bb470531a727d4","704602",2001,"Female","Some college","5AI_nobar","Yes","Yes","Spider Monkey","Be Specific",19,0,0,2,2,0.2,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0.608333333333333,14.3953333333333,8,11,13,17,"desktop computer","monitor_resp",1,15.337,"synonym",0,0,1,1,1,"monitor_category"
"2179","Somewhat trustworthy","Somewhat difficult",13,"it was difficult",2020-05-12 13:34:21,"539","True","R_0UKa5YTXfwEdSCd","5c4cd49f9446be00017e773f","630452",1993,"Female","4 year degree","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",27,1,0,4,4,0.52,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.658333333333333,16.6174166666667,11,12,14,17,"monitor","monitor_resp",1,10.977,"correct",1,1,1,1,1,"monitor_category"
"2180","Somewhat trustworthy","Somewhat easy",8,NA,2020-05-12 13:31:29,"712","True","R_3CT1sHpHEVCVAo4","5ea5d4f7147a49084869fcc1","799586",2000,"Male","2 year degree","5AI_bar","Yes","Yes","Spider Monkey","Be Specific",20,0,1,4,2,0.32,0,0,1,0,0,0,1,0,1,1,0,0,1,1,2,0,0.833333333333333,22.64925,15,17,18,21,"desktop computer","monitor_resp",1,12.931,"synonym",0,0,1,1,1,"monitor_category"
"2181","Somewhat trustworthy","Somewhat easy",18,NA,2020-05-12 13:37:47,"334","True","R_YW7FuwiwkWYlIg9","5e82643b86d8b099b8b78aa6","798035",1998,"Male","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",22,1,1,4,2,0.72,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.783333333333333,10.495875,15,18,20,20,"desktop computer","monitor_resp",1,5.506,"synonym",0,0,1,1,1,"monitor_category"
"2182","Somewhat trustworthy","Somewhat easy",10,NA,2020-05-12 13:37:49,"334","True","R_1rjMh80UB3N1vcV","5e7b90c448b5f41a96838b93","208586",2002,"Male","Some college","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",18,0,1,4,2,0.4,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.816666666666667,9.865375,9,11,13,17,"desktop computer","monitor_resp",1,6.333,"synonym",0,0,1,1,1,"monitor_category"
"2183","Somewhat untrustworthy","Somewhat easy",13,NA,2020-05-12 13:35:55,"453","True","R_2RVVAZynjQcKDCx","5d73fb886f86080001e3176c","89965",1984,"Female","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",36,1,0,2,2,0.52,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.416666666666667,13.569,11,13,16,16,"monitor","monitor_resp",1,7.729,"correct",1,1,1,1,1,"monitor_category"
"2184","I don't know","Somewhat easy",8,NA,2020-05-12 13:34:31,"540","True","R_2dBkzEhCbhTlPAl","5eb9a62f827e660c3acfdd4a","395453",1993,"Male","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",27,1,1,3,2,0.32,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.691666666666667,15.9269166666667,13,16,18,18,"computer monitor","monitor_resp",0.8,11.827,"correct",1,1,1,1,1,"monitor_category"
"2185",NA,"Somewhat difficult",NA,NA,2020-05-12 13:29:19,"853","True","R_eWghaknRprixl2F","5eac671f0658ac0ea6c730d2","462157",1978,"Male","High School","Control","Yes","Yes","Howler Monkey","Be Specific",42,0,1,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.733333333333333,28.4195833333333,8,11,12,19,"computer tube monitor","monitor_resp",1,27.431,"correct",1,1,1,1,1,"monitor_category"
"2186","Somewhat trustworthy","Somewhat easy",18,NA,2020-05-12 13:35:11,"508","True","R_2alzBCOB3t4ng1h","5d1570bf61a409001a1f656b","114090",1990,"Female","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",30,1,0,4,2,0.72,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.75,15.7717916666667,13,16,18,20,"desktop computer","monitor_resp",1,10.134,"synonym",0,0,1,1,1,"monitor_category"
"2187","Somewhat untrustworthy","Somewhat easy",10,NA,2020-05-12 13:35:14,"505","True","R_1r8PUpxeeIB2zwq","5ca9d0224f3e9d00164426f3","45146",1968,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",52,1,0,2,2,0.4,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.725,16.6684583333333,11,15,17,19,"computer","monitor_resp",1,6.732,"synonym",0,0,1,1,1,"monitor_category"
"2188","Somewhat untrustworthy","Somewhat easy",17,NA,2020-05-12 13:37:46,"358","True","R_SMFoIUwQTSJOLPr","5e8cbf909f34c7078199a1b2","781337",1997,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",23,1,0,2,2,0.68,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.891666666666667,8.76166666666667,10,13,15,18,"computer","monitor_resp",1,6.619,"synonym",0,0,1,1,1,"monitor_category"
"2189","Somewhat trustworthy","Somewhat difficult",13,NA,2020-05-12 13:31:40,"728","True","R_BLelUQHvf640KB3","579e431a81f331000139d5d0","811049",1980,"Female","Some college","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",40,0,0,4,4,0.52,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.541666666666667,12.965,12,13,16,18,"computer monitor","monitor_resp",0.8,9.074,"correct",1,1,1,1,1,"monitor_category"
"2190",NA,"Somewhat difficult",NA,NA,2020-05-12 13:32:08,"708","True","R_VWRHveztGHuJk4h","5b0c6579d282ff00015b8c7f","650550",1975,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",45,1,0,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0.5,24.9370833333333,7,8,9,20,"computer monitor","monitor_resp",0.8,23.899,"correct",1,1,1,1,1,"monitor_category"
"2191","Somewhat trustworthy","Somewhat difficult",6,NA,2020-05-12 13:36:08,"473","True","R_1PYMkQGEzToLWwU","5ea05b1a7b8db7018d838835","648031",1998,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",22,1,0,4,4,0.24,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.791666666666667,13.2789583333333,8,10,11,19,"computer monitor","monitor_resp",1,9.593,"correct",1,1,1,1,1,"monitor_category"
"2192","Somewhat untrustworthy","Somewhat difficult",9,"N/A",2020-05-12 13:35:00,"544","True","R_DPgzwOZpKRjArLP","5eb45f0df625d52a7ebdf0ea","89523",2000,"Female","Some college","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",20,0,0,2,4,0.36,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.425,14.9880416666667,9,12,14,17,"computer","monitor_resp",0.8,12.819,"synonym",0,0,1,1,1,"monitor_category"
